0,1,2
#cec4bb,#263d41,#717b73
#e6efec,#50453e,#4684e5
#be9064,#28343b,#f0ebe7
#9f8281,#641823,#0e0a0d
#0c1419,#4c4d59,#aab2bb
#e4ccaf,#0b0b0a,#7d5a3d
#646f57,#bfec53,#0b0e65
#c4876c,#582c1e,#ededeb
#5f81af,#dee1e4,#42391b
#bcbe9e,#253642,#607374
#fdfdfd,#98b5be,#5c4b3d
#ece4dd,#b0815c,#1f1717
#eae8e6,#cc4232,#130908
#3b4e5a,#81b2bf,#0b0f14
#231f46,#c4c6ce,#6d5e81
#e2d8c5,#1f1210,#8d463b
#b9a143,#39342c,#d0c9ba
#191919,#7a7373,#ececeb
#392720,#f1eadb,#ab8a75
#0873b6,#9fa38d,#f9d719
#a53f2d,#e8c359,#ede9e6
#c8999c,#43404a,#f3f0f2
#c86865,#e3bbb4,#4c282e
#18190b,#a19538,#f6f6e4
#181d2d,#8995b2,#40465f
#be813d,#431e1c,#995116
#26130d,#ddccb6,#8a5030
#54503a,#131612,#bbb18c
#b2bab4,#0f141e,#176a99
#f1eeea,#854234,#080a0a
#d6d5bb,#6a5529,#171008
#696361,#dfd0c4,#aca183
#8d6087,#39213a,#f0efef
#251a1e,#7e7d86,#dcdcdc
#f2e4bf,#f1bb57,#9c5133
#28180e,#d79827,#bbb4aa
#ebe8de,#514230,#bfb5a5
#402523,#a66854,#f9f8f7
#a59881,#4d3533,#f9f9f7
#a35319,#1e0f05,#f9e4b5
#74745e,#3c3c36,#d7d0b2
#864931,#fdfcfc,#a69c98
#130f12,#f6e1c8,#aa7452
#d3c4a9,#613921,#0d0602
#aba89e,#303229,#eeebe0
#2c130c,#a25b32,#eabd75
#e5cdc6,#c63a2f,#180d0d
#0d0c09,#5a4733,#c4ae8f
#839050,#354327,#b0d3e6
#7c867f,#dddbcd,#16293a
#b67e53,#e5ded1,#352421
#d1a7a4,#a24f58,#2e2c40
#ccba99,#21241c,#646452
#393344,#f5eeda,#b59d8a
#432c24,#e6decd,#af9b87
#31211b,#ecd192,#b97b3d
#352e20,#d7cc9c,#fae407
#dcbb9d,#866249,#1b1917
#c5b7b8,#8a7d7b,#292727
#f7f3d1,#979188,#251e1e
#563a3b,#c5c4c4,#070304
#c40324,#9a8c86,#130809
#f8f2f1,#842538,#de9d6a
#56b2d3,#5b2b36,#dbe9ea
#291c14,#8a4a35,#e7dbcb
#141218,#e7e7e4,#787580
#4c3e33,#f7f7f7,#a29f95
0,0,0
#bc9f95,#553d32,#f8f4f2
#c0cdd3,#37393c,#717a82
#eacbb6,#795851,#201a29
#c6a062,#efedee,#523f39
#171718,#fdfcfc,#9f7f73
#655c55,#121011,#d6cbba
#fbdc04,#432315,#bd8454
#a09f8e,#43302d,#e9f1f4
#f7cf82,#eb6c2e,#f49345
#292628,#f6f5f5,#a56559
#7e659e,#bf5d5c,#e8d5d1
#55413d,#bd9689,#0a0808
#7fc1d5,#2d526d,#0b1b29
#3c3c41,#aab0b4,#f4f7f9
#883930,#e3d6bf,#040102
#4b95ad,#473824,#c7c6a4
#2a160f,#a86446,#f1dec8
#583937,#ca9374,#f9f3e9
#47321f,#b1997d,#f2efe7
#0e87b7,#cdd6ae,#5e5d4a
#ccadad,#18aded,#3c282b
#47423e,#a49a88,#f4f2ee
#280703,#f0b269,#a14121
#f3f3f1,#413d3e,#b0a07c
#7f6b57,#cfc6bc,#2d201c
#ebeef0,#c2c7cc,#82272c
#413a2b,#d9dad4,#1a60e6
#f1e5c3,#dba446,#2b2b2c
#c3908a,#f1ebdc,#472b39
0,0,0
#141111,#876760,#d0cbc2
#8f7fa6,#f7f2f3,#ce4b41
#a69177,#d1d9d7,#423e45
#cdb0a5,#5e4745,#130c0e
#6f6b84,#1b1e18,#edecee
#12090a,#c8d5d6,#687174
#f42702,#200a08,#f3edea
#ceb0a9,#1b1215,#d32236
#ae5b1b,#17130c,#779a8a
#e0c89b,#955f30,#2d2641
#150804,#a33209,#dc920b
#0e1d20,#3b6672,#94b6a9
#ccab91,#4f332d,#f7f0e7
#aaa693,#17351c,#4f6d5c
#291a1e,#d5b68b,#934e37
#af7752,#49362b,#d9c0a1
#020408,#d0cec3,#60644e
#151411,#f7f6f6,#a27259
#dca067,#c2daee,#4b1b22
#fcfbba,#422614,#ecd050
#d8dbdd,#5a3c3b,#a69080
#688b96,#c1ecec,#1a1b21
#f6f1e5,#6a3e2d,#d19663
#050505,#6e3a1e,#c9af42
#1b1110,#ece4da,#9f795d
#c0bcc7,#191e12,#636164
#151c1d,#e1a78e,#8a5e4a
#335175,#b7453f,#d6cdc2
#845b72,#141216,#d5b2b3
#d17460,#f5eeeb,#2c1d24
#030202,#dddddc,#5d5453
0,0,0
#8f8b7e,#eae0c8,#2f2a27
#9a2d15,#190604,#dcb86f
#dcd57e,#2c2523,#85924c
#4b5262,#949a99,#151619
#e95060,#d7e3e9,#6b6b70
#282835,#f4efec,#b2797c
#d8d6c7,#f2e508,#222116
#172a67,#8c6f54,#82a2d0
#b96041,#f7f3f1,#21222d
#28160f,#f7eddd,#b97a47
#397fbc,#0565a7,#d1e1ec
#d7d1ad,#26272d,#8f7a56
#5b2625,#dde6da,#829ba1
#cdd1c8,#211c1b,#7d7864
#8b5a3d,#c5ae8f,#3b1911
#766461,#e2dbd9,#0c0a09
#161728,#b5908b,#1f5b93
#6281bc,#253152,#bba770
#170b09,#f5e9d4,#b14c2a
#061720,#376f92,#cbdddd
#273821,#af8e8a,#585d6d
#435e6d,#121213,#d6ab9a
#b4985f,#413319,#e7e0cf
#3e3d3f,#e3e2de,#b8b4a7
#434f76,#b1aebf,#0c182c
#d7b999,#232c2b,#856c4e
#e6cfaf,#543a26,#b78554
#050203,#3d0f11,#973033
#203329,#92835c,#e7d4b8
#928c93,#eeedeb,#881111
#255f71,#c5cfcb,#958375
#5e442b,#ad834d,#211911
#171423,#898289,#e4e1e2
#865b44,#160e0d,#e0af7b
#656960,#bcb6b6,#1e2427
#d8cfc8,#5c5960,#080709
0,0,0
#1c212b,#c8c1b6,#61595a
#927679,#0d090b,#e90407
#090505,#a38870,#4b3428
#faf8f4,#804e33,#c6ad87
#ab8686,#e8f0f2,#372d2d
#af6440,#e1dcd6,#271b18
#1e2030,#c9cfd5,#a1615c
0,0,0
#701d1b,#d8d380,#ce8628
#b17e5c,#e6e0dd,#38333d
#294d71,#898a97,#ebd6c1
#0e1213,#4f6061,#b4c4bf
#8a6e6a,#292525,#c9cad0
#673722,#130f0d,#c28b67
#130906,#734021,#ce9b50
0,0,0
#848283,#c4c4c3,#3b3838
#e39c69,#864126,#0e0806
#bc8854,#e2e0d4,#266587
#776a53,#25241c,#bbb1a2
#f9f5eb,#4e1f10,#cd7952
#c3cac7,#251a10,#bc7635
#b68d50,#813f2c,#dfc797
#c39053,#160c09,#733b27
#8e6125,#150d05,#e8c878
#c7a856,#b93226,#2d2a2f
#927757,#213043,#d5cfc9
#370202,#191f1f,#8a884a
#9dcedd,#c07954,#2f1c1e
#79572d,#e6c08e,#fdf7de
#b78c87,#48354a,#e4e6ec
#efca42,#231d15,#a9863c
#54494a,#eee2d6,#a4918d
#dfc8bf,#341814,#ad4132
#934d47,#ebe5cd,#161013
#0b0a08,#90877c,#ece5d5
#bc7d40,#ead5b6,#602411
#b3ab98,#f1f2db,#8c2509
#e1dfd7,#312115,#967356
#aea693,#5d4b32,#2b0d05
#e5c2b0,#93594b,#48110e
#1e3338,#a7953f,#628b91
#664227,#dad0c4,#355682
#969092,#3f373a,#dbdadb
#19171c,#ecd2cd,#9c6f5f
#b96f4c,#2c252d,#edeceb
#1d1112,#fbf8f6,#c84e3d
#430a0c,#070505,#912e2d
#f5e9c9,#314267,#d57b32
#cec2bf,#0e0d10,#504343
#89c4e2,#3e6744,#e28c22
#bab5be,#ebebee,#443a42
#f1ebd8,#9d7d59,#200b0b
#743622,#caaa8a,#140e09
#9d999d,#2f2a2c,#faf9f8
#7ca25e,#dae4ac,#173816
#b1ac76,#504627,#0a0704
#a69da4,#1a1516,#67676f
#2e2321,#957760,#c8b6a9
#0a0a0c,#d595d0,#4a709c
#efce0d,#652d2c,#f1edeb
#140c08,#73462d,#bd9854
#26b6e2,#ccb99f,#4e392d
#39161c,#ab888c,#f2ece8
#4f3636,#da883d,#d0cfbe
#271b1d,#c58363,#e2e4e0
#ede7df,#82655b,#c0b19d
#c36e22,#611c16,#edd460
#b9aa98,#f7f6f5,#5b4538
#543d13,#dde0d1,#a8a68a
#672423,#faf7f0,#dba682
#cb8f7f,#882c2e,#0a0506
#b47148,#dbd1a4,#2d201d
#403226,#f6f5f3,#b2a38f
#858c84,#1f221d,#dbe5e5
#1b0f0c,#e5dbc8,#cd6b2d
#f3f0f3,#b59a93,#511d1f
#a29492,#282533,#f9f8f7
#e2e5dd,#809d5e,#436731
#f0eee3,#959b93,#202727
#f8f6f1,#100905,#b2844a
#615560,#161118,#bca9ac
#81644d,#2f2522,#c5b298
#1c1511,#b68c57,#5f4537
#dbd3c9,#a47f5f,#261817
#3e3232,#b5252b,#cdc9c8
#4a608d,#c9c6ce,#bc4a39
#0f0b0c,#fcfafa,#b08085
#a8bfbf,#0e1515,#405653
#a6948d,#685f5a,#25231b
#d7c39a,#0c0806,#78573a
#bddee6,#282c2b,#40c2e1
#33424c,#9aa8ad,#d9dfdf
#3a5785,#ae8f7e,#26242d
#301612,#efe5dd,#b58062
#e6e7e4,#373e46,#9d9291
#c7894d,#5f2b11,#f9f0de
#271617,#ecc343,#ab5262
#1e1b1b,#af8873,#f7f5f4
#0b0a07,#9d711e,#47330f
#eac192,#5171a4,#82c3ea
#0a0f10,#bec5c6,#366245
#d45645,#a2938e,#202322
#c97530,#371b1f,#ede1bf
#f1efde,#a58775,#463b2b
#e4bfb2,#281e2b,#9b5a53
#463526,#7088aa,#cf5d33
#eae8d9,#b39982,#4c322f
#f7f6f6,#262529,#a0766d
#101010,#a4acb0,#5a6162
#8d8e93,#202627,#ebdfdb
#9f8679,#dfdedd,#07060f
#e5883d,#f7f6f5,#bf231b
#f7f4e2,#a69445,#1c1713
#b77368,#3d3639,#f8f7f6
#342f2e,#8f8b8a,#d0cecd
#9f6a32,#d9bc8b,#371c12
#47525f,#c0a794,#faf9f9
0,0,0
#221e2b,#67767b,#e3dec3
#dcd5c6,#6b7472,#0b0b0c
#26211c,#e3e7ea,#a54843
#563c1a,#110d07,#d0cfb3
#6a5542,#cfb7a2,#1d1a1a
#daccc0,#956d5a,#40211d
#322c2d,#f3f4f4,#b95654
#070808,#3e8f95,#eaebeb
#9ba3a6,#40433f,#0c0b09
#1b1817,#e9e8e6,#887874
#b50d3c,#9d4ee4,#291356
#b9423e,#1a0c0d,#f5f0ed
#191a20,#c1af8e,#5f5c5d
#191918,#afa797,#5b5a55
#f5ece2,#54332c,#f36f12
#d9cfb8,#816a61,#261c19
#cb8531,#354358,#ecedf2
#6f4b2b,#d5c3ac,#080503
#3d2725,#030202,#8f665a
#3a5370,#150d0b,#bd9a57
#f4f1f0,#49372f,#b6a092
#104595,#96a4af,#04070b
#cdb189,#49301d,#070503
#d0875d,#f8f2ea,#573f30
#fcfbf9,#d6d7d0,#8a8276
#bea571,#463a27,#f6f6f5
#b7a38e,#f3f5f4,#384e57
#090708,#655752,#c1a692
#8b8483,#f0efef,#150a0a
#1b1919,#b8ac9d,#f9f9fa
#aa8b81,#030202,#4b3230
#d5dad6,#1e181a,#6b94a6
#d3ccc1,#8c3933,#74838c
#e7eae7,#38342a,#9c9a81
#bd6341,#f3f2f3,#35222b
#3b2527,#e7d7d7,#c19382
#f3e8bc,#9c6e2e,#1d0f05
#dd1e25,#6c6373,#0c1114
#36302a,#aa8f57,#060e1d
0,0,0
#d3c95d,#7e7243,#413c32
#e8e5e8,#0e0e0e,#994263
#444548,#e9eeea,#72a099
#1a1f22,#c07039,#568ba4
#040404,#dadada,#6c6b6b
#f6e9d1,#cd4628,#0f0505
#eeedee,#a69493,#78302a
#7c8990,#4c4d40,#e9e4ce
#b1d1e4,#0c92d4,#6a552e
#2e1514,#8f8280,#f4f3f2
#533728,#af936b,#f5f5ec
#100e0f,#976428,#e6c78c
#9e6c4d,#a2b9cf,#2c1516
#b6a97d,#f3f9f8,#663520
#e3c8c1,#b17990,#39241d
#f6eeb5,#65281b,#d8ab22
#845e4d,#dce8eb,#293420
#b7c3d1,#565463,#1b1320
#560203,#efe8e6,#a13c38
#4e2f25,#af7936,#cfbe8a
#100503,#a7582a,#f1c691
#857155,#e4ce95,#14100d
#e8e3e7,#b37c78,#442c2d
#2c2f32,#b09b8c,#f0efec
#e3d1b2,#3f2115,#94613d
#241610,#9a6045,#dccbbb
#dcce47,#ecebd0,#362210
#745f5c,#3d2237,#a6a48c
#f4f3f1,#453f36,#ad9b85
#171214,#87553a,#e0b688
#dbcfad,#2d3a48,#d08f4c
#ac8681,#342e3c,#ede0d8
#3a3e47,#bf6f43,#d9c9a7
#576166,#a28b73,#342d1e
#242d19,#afbbc0,#657349
#6f423d,#c7bab4,#0e0d0e
#633423,#e4e1e3,#bd9b6b
#8c4d4e,#dfdfdf,#181818
#9e765e,#691f1d,#d9bea5
#172756,#d9e5f3,#aabddc
#d28849,#4e413b,#f8d8a2
#503c34,#dacbc1,#9f7d6f
#b1cfd7,#47362d,#a1866f
#fbfbfb,#bbbbbb,#494949
0,0,0
#f7f6f2,#c09e5a,#3f391f
#966948,#e4bf9d,#282623
#e95f43,#dfd7ca,#183949
#717278,#040404,#e9edef
#bc967b,#236a93,#acdde8
#adbc87,#2f3d40,#397aa3
#f1e1b9,#513138,#d28c5f
#ddc89b,#1c100c,#8c6534
#c2c875,#4d8699,#27164a
#81c2de,#136aa2,#dcab5e
#eb2127,#f8f7f8,#e4757a
#1b1a1f,#d0d0ce,#6d646b
#34180f,#715036,#d8be95
#bee21c,#20221c,#a6b18b
#7d4e44,#242222,#9e978d
#d4b751,#080401,#613d0b
#a66234,#e6e1da,#42281a
#190a08,#997445,#e7c491
#ece0db,#8f4c3b,#191414
#cf584b,#5c6058,#0b0f0e
#080302,#9f7d5b,#4b291b
#1a73b0,#c3742f,#b5d2dd
#ae5d43,#e4d195,#162031
#c2babe,#574956,#bd4b26
#e2e7e3,#b19f7e,#534439
#0b0e1d,#eee3de,#915b57
#dedac7,#3f3631,#998e60
#dba230,#1a2b7b,#481c21
#f9f9f9,#a69a8e,#473e38
#f4f5e4,#ad9248,#323a22
#050306,#bf5b52,#4d2646
#855f37,#1b1009,#e4c48f
#1d3034,#516964,#839b8b
#703b34,#291918,#ae9c8c
#98471f,#210b06,#ebb465
#181f2f,#bcbfc3,#646a77
#726056,#181311,#dfd0bb
#45404c,#6f8797,#bac3c8
#dad3c5,#2b3f47,#869b99
#b2b2a0,#5a605c,#252218
#fdfdfd,#887079,#0d0d0d
#caabb6,#913a3d,#140c0f
#c44435,#f4eae1,#c39c91
#7b7575,#f3f2f1,#15191d
#281f1e,#604d3e,#b8a163
#6e5e50,#c2b4a2,#161210
#25201b,#d6c16f,#b44435
#2c2438,#8e88a2,#e2e0d9
#334c82,#100a0a,#ebe6df
#ab6448,#120a08,#e0c492
#e0e1e6,#3d2517,#b26824
0,0,0
#656361,#060808,#b6b5b4
#2b2625,#a3c0d2,#977c61
#f83d09,#fdefec,#1c0503
#cfc8a7,#24291b,#44903d
#382517,#a19167,#daebe0
#8a767d,#dbd9db,#1f1b1c
#a89c78,#f9f9f3,#1a160e
#474b78,#261f33,#986b62
#e2e1dd,#d87448,#7a766d
#7e4d26,#150e0a,#d6b37f
#644646,#ddcbb3,#da6d46
#9a8e8a,#e5e7ea,#452e2e
#0d0f08,#453d38,#6791c1
#f2efee,#a9855f,#2a2122
#e2e2df,#62492e,#35a0d2
#e59e15,#421b18,#82c7db
#fcfcfb,#422626,#b9a278
#3f1a16,#a17755,#c1bbc3
#837e72,#f9f8f6,#070706
#4c362c,#c5944d,#e5ddd9
#573232,#110f14,#a39760
#fdfcfc,#d86925,#1d0f09
#080505,#524954,#b4b4be
#171314,#f3e0bc,#917261
#1f739e,#182229,#a5cee1
#e4e2e0,#0e0b0a,#795c55
#f6eb09,#c36447,#452b1c
#0f0a0a,#c3b2ab,#64554f
#6d321f,#dfd2bb,#c78251
#34404a,#f9f9f9,#bbad88
#e8e8e8,#9a9a76,#1a1c24
#e4b9a3,#3d3933,#ca5530
#e3cdbe,#d3906e,#a96541
#24232c,#f2edeb,#8e838f
#f6f6f5,#5b2428,#b69892
#bc5b2f,#89cfdd,#e4c1a7
#d3a98f,#5e6683,#3b222f
#896756,#e9dcca,#1b1211
#daad34,#64301c,#f5efa8
#ebeae7,#1a120f,#986955
#ad9c94,#83543d,#f0ebe5
#e6cdbe,#5a3939,#bc6064
#a45049,#120d0c,#dcc1b6
#e0a65d,#7a4223,#190504
#eabb66,#a46f3c,#361c0e
#b09c64,#4c382e,#f6f4e2
#3f2b2c,#f8f7f4,#a08078
#f9e577,#d60702,#f27b25
#bc9c6b,#262e28,#2f6991
#f4e0b7,#231910,#bd8a4d
#0e0c09,#716049,#ccc2aa
#2d0b06,#b17934,#6b3c14
#aa300d,#581006,#dd6e2b
#78261f,#fbf7f1,#be6c52
#363238,#6c5761,#c4c3c7
#f9f8f5,#332015,#b9a083
#dcdcd3,#2d281a,#7b7b59
#0a0a0a,#cbc9c8,#767372
#2b3125,#658475,#d3dbb8
#a24345,#282326,#beb4a6
#b5c4a9,#242a21,#5a664f
#331f12,#cab77e,#775f3e
#415a41,#888c8f,#dddacb
#8a694e,#342a22,#b2b2a0
#6f4331,#f6e5d2,#d6a071
0,0,0
#684045,#f8f8f8,#b9a5a2
#1c2b36,#c8c2b7,#4c5f6c
#8e4414,#18060c,#e8cd51
#b9d8d3,#f2fcfc,#5e786d
#020202,#7c4448,#e8e8e3
#50332b,#f8f6f3,#e0aa47
#bec9ce,#211f25,#5c7589
#0a0809,#60391f,#cca447
#ece5ce,#733126,#c6966e
#040404,#eeeeed,#877e7d
#783e2a,#db787a,#c9e2ec
#df7e1a,#7f5745,#d5a981
#110d11,#6f5153,#cdc4b5
#513b1f,#d7c49a,#bb902f
#09090b,#693d2d,#ceac92
#e6ad68,#1cb6ca,#45433c
#9e906d,#e4e4e3,#543324
#d0c5b4,#93735a,#6e4e43
#b7a5b7,#faf9fa,#93568c
#31368e,#c0aa8d,#1f1d45
#5d1813,#bb7d5d,#e1dacc
#19140c,#754f26,#d09938
0,0,0
#ab9182,#634c5b,#c8c2d0
#24295f,#d79956,#4c5ca5
#1e110a,#865b36,#e1cbaa
#dcdada,#40392f,#999174
#b0082e,#8d8a93,#201c21
#beb69f,#344977,#412328
#544251,#f1e9e0,#cf945f
#b29162,#e3e4d9,#532012
#673527,#040202,#e48831
#561315,#a37c7d,#efe9e9
#1c1910,#879c98,#e4eff4
#696e6d,#bbd4dc,#2f242c
#c6d6c0,#806347,#5bb7cc
#b7a070,#c4e6ed,#68301f
#7a2521,#1d202e,#7ba2cb
#60646b,#bdc0c4,#0c151a
#bf9456,#683827,#cfc4b3
#f3f0ed,#bcb5ae,#5b595b
#e6edef,#4b4125,#9c8c62
#e3c27d,#281c14,#fae8c9
#a18e6b,#2c2a3d,#ededdc
#b6aea7,#131817,#4b4947
#090302,#612e17,#b68c47
#5c7067,#040611,#d8ddd9
#af9493,#6c575d,#1f1a1e
#dde8e5,#30655d,#8caba1
#1c3555,#6f869a,#040206
#8a7957,#020201,#3b3123
#40739f,#353f55,#c1a6a0
#050504,#484541,#9eaca2
#f5ca44,#286571,#e9dab2
#02050a,#74040d,#344d6c
#26241e,#e3d4a8,#837c51
#e7e9e7,#b0a7a7,#81323a
#20151b,#b1a08f,#8d1e18
#281c12,#7d4325,#a8987d
0,0,0
#100f0f,#53504d,#aaada8
#6e694e,#15160e,#dcd1ae
#a8aba5,#f2efcd,#706c6d
#c3220b,#eadbce,#320a07
0,0,0
#b09f8e,#765e6c,#a987a1
#ba3a30,#1a1116,#e2ccc0
#75384c,#9cb297,#e4eff2
#0e548c,#0faddc,#9ab7c1
#f7c50a,#b1a488,#45483e
0,0,0
#bfa9bd,#4f7398,#c98421
#de9d4c,#7d463c,#939abc
#fdfcfc,#d6a79c,#b73635
#4d5621,#a89a33,#b3cdd2
#603624,#e1ccb6,#b0866d
#893127,#c2bcad,#ac7562
#945a4e,#140c0f,#d6cfd4
#e71e15,#6d0e0a,#250503
#e4e4dc,#87513c,#0e0807
#dbab52,#7a5130,#1d130b
#786658,#34281e,#ce9d4b
#7c5728,#cecfb4,#1f95a5
#d7beae,#141519,#695956
#19131a,#7d82a4,#9e0917
#92808a,#d5e8f3,#28232b
#34311a,#d8d6ae,#9a6d51
#111116,#c4d0dc,#2170b4
#0c150f,#5b895a,#f6f6f0
#723230,#dacec5,#170e0c
#7fa3c9,#2b415f,#060b13
#181209,#cdc6aa,#785027
#101315,#5c5a5d,#cfcfcf
#342529,#cabdb4,#835c61
#845f57,#cbb69c,#1d1c23
#f1e9d4,#692b17,#dd9543
#b6a3a0,#7c555c,#1c0a13
#cce0d9,#b4a25b,#128dc3
#827f79,#19232c,#cecfce
#b9795d,#4065a3,#251e21
#301b16,#eaead8,#da6a1f
#f5f3f2,#a82e23,#1f1918
#efe5de,#c3694e,#481618
#0a1013,#445a51,#ebb74c
#b5a4a4,#4d3a40,#ededea
#596679,#291d41,#c5b79b
#bf8f7b,#2b2421,#d3e5f1
#6d6547,#0a80c8,#e6e0ca
#e2c98d,#9b7153,#31140f
#29251f,#d6b566,#99612c
#1a1b10,#f5dfc2,#b88660
#f42395,#63452f,#e1c78c
#b9ada7,#f0f9f6,#605865
#f0bda4,#173bc8,#b85026
#dc7c47,#f5f1f5,#311318
#894034,#171416,#b19c91
#030303,#d2d1d4,#5d5f62
#26272d,#a78482,#faf9f9
#98ced0,#2c2721,#1584b4
#f8f6f3,#473e35,#b19071
#9ba4ab,#f7f8f8,#2c343c
#afb3c4,#524638,#e0b138
#920c0d,#edf2d8,#aaa376
#f5f4f6,#818fbb,#3a3f5b
#e4d6b6,#85796b,#3f3029
#9f4a39,#e0d7cb,#f0af1e
#211814,#f7e436,#a34322
#202018,#71694f,#cebfa0
#6d4533,#b68766,#191414
#942828,#c3ab10,#1b0361
#453634,#85645b,#130e11
#a94721,#261e3c,#d1bca5
#1a1926,#294b4c,#5e9a84
#0c0709,#fbfafa,#d05786
#1b2123,#b7c7bf,#57777d
#ebbbb6,#94a93c,#89372f
#ccab89,#160f0b,#915835
#985723,#e7aa5b,#170e0a
#fcfcfc,#534a48,#b19f9e
#34353b,#e0dee0,#727e8e
#9fa6ab,#110f10,#634244
#17242f,#4d6d84,#f0ebe3
0,0,0
#3592b8,#cecaca,#986670
#3b95b7,#144c64,#d9e6ed
#73433b,#998478,#bfb4a8
#0e0c0a,#bbb298,#6c5d49
#3a4561,#83c9e8,#378cc6
#e5e0d3,#37312b,#948675
#fcfcfc,#9f9f9f,#272727
#080706,#464e4b,#c4cdcc
#3c3430,#935a4e,#d1baa3
#e1e3d6,#1f2024,#9f9a7d
#1c2025,#65707e,#d2d7dc
#b06d32,#f2e4c5,#1f140a
#476998,#1b1917,#c8c4b7
#947a76,#221816,#f6f5f4
#6c869c,#323f32,#c1cacc
#d0cdc9,#a25231,#251c16
#dad110,#acaba6,#292623
#5e6c80,#bfc3c9,#1c2330
#dad4a3,#2d1c0e,#90764c
#0e152f,#697083,#d8d9df
#0f0c0b,#887fa4,#d49e28
#603d1c,#c08e6b,#9dd0e3
#392b31,#555b66,#a0a09e
#95a49c,#eaefee,#30322e
#040202,#e9d1bf,#90564b
#a36959,#f3f1f0,#30181d
#5a4834,#b69d71,#060506
#21252b,#5d736e,#b0baac
#d2ae6f,#0d0706,#83381d
#fbfaf9,#a8988a,#3d322a
#434e32,#7ac2e5,#618d98
#1c1e1f,#60566f,#ccc8d5
#3e3f1f,#f9f7ef,#bcaa72
#b6c4c3,#313343,#f85142
#c7b6d9,#75465c,#1f192e
#af7b38,#3a1a0f,#e2d9c2
#301e6e,#c42172,#b2b8e7
#63504a,#c2a59d,#0f0c0e
#c97848,#32221b,#f2eee0
#b3362d,#1f2a1c,#e0c63f
#d3dbda,#b98050,#452718
#8a7746,#20201c,#aeb8a2
#18a9da,#bbcb83,#2e432d
#424e69,#e0e3e8,#988ba9
#d9dbd0,#ab8460,#4e2e1a
#dbc687,#837152,#16100c
0,0,0
#e2e3d6,#8b6621,#163026
#fcf9f9,#dea391,#64382c
#6f453c,#b8bba8,#27a9de
#e0dfd3,#2c282c,#5a84c0
#d73825,#100d0d,#d1ccca
#806758,#d2bfae,#1c1817
#0a0807,#503d28,#d3ba56
#33262e,#cfcbd4,#957e83
#efdebd,#55412f,#c2a069
#7c241c,#c2834b,#110807
#746568,#d8d4d1,#211814
#291f25,#965b4d,#d1cbc2
0,0,0
#332822,#bf8b4f,#efddbc
#ddbd8b,#12100e,#bf7334
#bfc3ca,#583d2a,#428ccd
#a99f8e,#7c8944,#bfc8c8
#b26e74,#e7e5e3,#2e2628
#b98652,#653b1e,#ebd1ad
#ae6741,#60bee0,#383f37
#faf1d7,#a64d1d,#241007
#9e7545,#563b24,#1c1511
#daaf96,#661419,#a86a58
#374150,#04060b,#94a0ad
#dbc640,#130e43,#857157
0,0,0
#5c595a,#b6aea6,#141b1b
0,0,0
#c2c0b4,#62665c,#222422
#d0d3b2,#a29b63,#4f4b31
#1b1513,#b2aaab,#69504a
#110f04,#6b5b0e,#e7c213
#6a4b2c,#080706,#d6a05d
#272927,#ca6d1b,#c7c2b3
#183360,#82cde0,#3099c0
#cdcac0,#252419,#857762
#050c11,#748b99,#2e434f
#2b1f21,#796b63,#cac5c1
#150c0a,#babeaf,#595230
#481b18,#8c664d,#b7b493
#eff7f9,#2b3233,#94c0d4
#c8cbb5,#737251,#171810
#e8e8e8,#030202,#765052
#c69276,#844637,#dddbdb
#1a1b18,#dad7b6,#5a4c3b
#ebe9e9,#111015,#5d6c70
#9d8357,#41291e,#e2dbbd
#f9f9f9,#2e3433,#9fa39f
#38261c,#ebd47a,#b91e27
#a6b5b6,#103b45,#506a72
#120e08,#cb9444,#584121
#686b6f,#30313a,#d1d3cb
#bdcbcb,#7b5850,#080707
#175a24,#8ea088,#08150b
#291f1e,#614d3e,#b8a163
#342b2a,#f0eae3,#958b89
#c7bebf,#1f5987,#010207
#fafbf6,#e0d6a0,#b09646
#e6e0d4,#39332c,#978978
#89bfd4,#c6b88c,#433c34
#a25d49,#ddb298,#382024
#a47674,#edecf2,#3a2a31
#9abbdd,#5682b7,#1d4d84
#62625f,#a7a7a4,#242524
#a4a6a3,#324327,#546833
#3a111e,#89413e,#efe8e2
#8aaabb,#040509,#30414d
#e5a32e,#584d76,#eae3da
#d5dbd6,#432929,#93949a
#0b0f12,#4a5f73,#91c0d4
#e9e3dc,#37413f,#a99484
#46456f,#c5cad8,#110f17
#bcd8af,#82816b,#444135
#2c2b37,#f5f6f8,#b6acb3
#040603,#292b1a,#666948
#4e3935,#908682,#0e0c0a
#cd8c64,#4e4941,#f5f2f1
0,0,0
#398dad,#debc7b,#0e394e
#3d2a2b,#ece3d9,#ba7a61
#221712,#e4ddc6,#857939
#c0dfeb,#20110e,#af8365
0,0,0
#4e665a,#8bbadf,#929358
#f2eeed,#bf716f,#3a3b49
#e22026,#160d0d,#ebcdc4
#32292a,#8369aa,#e8c16d
#3a3139,#a17e62,#dfd4b6
#f8f7f7,#767b7e,#1d2124
#030721,#002baa,#5b5749
#dbb15d,#231e19,#725546
#1e1d1b,#d49976,#805542
#6f5744,#120e14,#e5ab52
#657f73,#0b0c0d,#f9faf9
#817d69,#dad4c1,#2d2e2c
#42622b,#acbf63,#16170d
#e6e3d9,#2e211c,#967a66
