0,1,2
#44241b,#c58458,#f6ede2
#cab597,#536957,#1e1006
#e1ad3b,#070403,#8b4b20
#a70101,#0d0d0f,#b4a4a5
#eaeae9,#b28f84,#3f3331
#f8f3ed,#151413,#c35b47
0,0,0
#da9423,#c5d2c4,#394441
#d8e2ed,#d2b092,#624239
#2d2328,#f8f6f7,#ae8e91
#432e2f,#9f5b3a,#e2a94a
#1c1a17,#b9aeaf,#6a605b
#466d7d,#c4c5be,#c67c38
#02091c,#507caa,#294963
#030203,#b6b1b1,#4f4547
#130e11,#78564f,#d5c5bb
#4c4342,#8894a2,#d1d0d1
#5f5956,#c79798,#fcfbfc
#d9a87d,#f2ecf3,#844047
#d3e1de,#8d5929,#5cd6e0
#db9b58,#2f1e1e,#8f3f37
#221b19,#bf7648,#693f2a
#bccfd1,#262827,#6a7875
#656457,#e3e4e1,#adb1b6
#b1786d,#9d0a0a,#f0e8e5
#73a0b1,#264a69,#040e1e
#ced0db,#8e3938,#6d8baf
#c67095,#392118,#c4912b
#ccc2a7,#f6f6f4,#a16646
#fbfafa,#7a5c5e,#288db7
#8e9a87,#22342c,#dbddd3
#0c0d0e,#4c4642,#9f9589
#faf9f9,#513137,#ca9e8d
#32322b,#dcd6c8,#857c77
#f3ede8,#cda391,#77433d
#edeed3,#343c3e,#738987
#823a45,#8db156,#f0ece2
#b6d8c3,#35495f,#568fa8
#0990b7,#694237,#d1a962
#a0785a,#490605,#f0ede9
#f8e1a6,#a08a62,#4c4330
#922f48,#391927,#b17ca3
#a86354,#433539,#f5f4f3
#96a1d4,#b97a6e,#402f38
#262f74,#d6e2ed,#9a7d9b
#241a14,#c5ae7d,#594f4e
#f3eeea,#5a503e,#b49f88
#58392d,#4699c6,#c4d8db
#bc9359,#554333,#ddd4cc
#cda669,#e9d9a7,#8f5b1e
#b9a79b,#211a1a,#654948
#a66b73,#090504,#fcfbfb
#061523,#4e6b80,#ccd3dd
#d38c42,#efdcc0,#341a14
#806249,#d3c8aa,#28201d
#151415,#484243,#a49fa0
0,0,0
#39212b,#7e6261,#d4bbbb
#1c96c8,#243521,#b7c0b2
#943b28,#e7d1ab,#0f1828
0,0,0
#111318,#fafafb,#8899a5
#891a1d,#e11c24,#261f20
#93938e,#e5e5e5,#302c29
#47362b,#ae8c68,#f3ece3
#ad8e89,#edeeed,#632325
#d7d4ca,#1a1a1e,#996144
#1f2833,#144b8a,#b57f74
#d3cbc7,#2c2824,#7b6c64
#c2a995,#100f0d,#705742
0,0,0
#302e2e,#b9dff4,#b4a882
#431514,#b16252,#040000
#aba070,#071946,#4cf507
#d6d8d5,#6a5752,#181415
#f9f5e5,#b89c62,#322a16
#ae6e63,#f8f7f7,#463a37
#cfd994,#687a4e,#292620
#bf8a87,#4d2022,#8a413c
#c6b0ab,#925057,#2e1119
#ddaa42,#7b5e44,#fdfdfd
#fbfafa,#9e9493,#374e6a
#8b352d,#100f1d,#d7c1af
#17181b,#565755,#c2c5c1
#f6f1eb,#3e3020,#9f815a
0,0,0
#191c33,#bc5c71,#f4f0f2
#bdb590,#191712,#5f4d35
#36a5c2,#02080a,#244752
#f9f6f7,#a98d83,#130c0b
#f7f5f3,#37332a,#af9a93
#29250f,#d3e8ec,#876339
#2f3b4b,#090e15,#667885
#d1dbda,#4e7c95,#071e34
#ccb8a5,#0c0909,#5e4647
#767f50,#d2cda0,#341511
#5d3a2c,#efe0d6,#bb845f
#29211f,#d9dad1,#817075
#61797e,#bdede5,#8ec3cc
#1b1b1b,#e0dbd7,#6b4c4a
#2f2825,#cecbc9,#86817c
#1f2e33,#a69e93,#e4d4c9
#0d0708,#dea381,#534842
#2e0c0f,#deb966,#b0391b
#090c1d,#657285,#f3f6f7
#484532,#040404,#ddd29e
#2d212d,#1b6d9f,#e3c5b2
#aa6e4a,#2d1c19,#ead6a3
#883520,#4e4c48,#0e0a0a
#bdccd3,#121514,#585f5c
#705654,#d2b276,#231419
#e1dbe0,#724d57,#030101
#734331,#2e1d1b,#d2a06d
#ca9e26,#c9d1c3,#1d1a13
#f6b596,#a14747,#240e17
#28342d,#d8dee6,#948f8b
#acc3c7,#8c5844,#1182c3
#c29155,#624024,#edebe7
#d7d3c6,#7e7864,#3a2c29
#442a18,#af9573,#f5f4f2
#aeb7ba,#1f2022,#707275
#8ba5d6,#2878d3,#13116e
#182026,#ddb57c,#bd562b
#1c191b,#bdbcc9,#93544c
#dacb95,#85682f,#1b1007
#182327,#4b6268,#a4c0c9
#dbac3a,#39221f,#f7e295
#121216,#546794,#eff0f7
#30201c,#af9066,#f8f7f2
#bba68c,#dae0dd,#42506a
#e9c89a,#1e0c0b,#a44732
#260c07,#e7ca86,#a14f21
#758ea9,#2d160d,#d6e0ea
#212227,#aaadaf,#61646c
#faf8f7,#aa9793,#3c3d45
#16b1de,#b9cbd1,#1b1e1f
#977f63,#dacab1,#211811
#56392e,#bb8c64,#b5cfd3
#fbfbf7,#7d552a,#e9ba5c
#dfb66b,#99662e,#21160f
#604437,#100806,#c1ab99
#b7c0c3,#41321f,#7a7465
#dbc577,#4d3d23,#a48639
#8c432a,#f8d131,#fcf3c9
#6f6863,#211d1c,#d4cb70
#b6401b,#090604,#f5db9a
#343846,#6a778a,#afbdca
#f4ddac,#1b170f,#cb9a55
#d7c0a6,#332c2d,#8e624b
#6b5350,#15110d,#cfbab8
#b25153,#20272e,#f6f6f6
#f6e0d7,#1c1819,#bd5d6a
#f8f7f7,#2c1916,#b09974
#799fd8,#2a1913,#ba6a3c
#f5f2f2,#c4ae94,#7a5d47
#9f7c67,#3f322b,#e4e4da
#110c08,#b1a191,#6c5139
#3d3a6c,#bc6f59,#9dbcd7
#f1f1f1,#1a1a1a,#8f8f8f
#73342e,#f9f6f2,#bc896e
#bf9f57,#625054,#d7d0c7
#d1d6d9,#101d24,#3f7c9c
#1f1712,#ae7f44,#eccfad
#2b1310,#f8d988,#b03e21
#7b3c2c,#b38767,#0e0708
#949ba6,#e1dddc,#3e3833
#a5968d,#f8f8f8,#473d36
#6a4b70,#cfb53b,#b59cba
#190a28,#37497f,#97aac8
#f9f8ee,#d07e25,#310f0a
#b2987c,#694e3f,#f1e9e1
#4d4f51,#1f2422,#aa9d9a
#693c3a,#c893a9,#eee6e8
#321d1d,#fbfbfb,#9c8b8b
#0b090a,#d6ceb9,#795546
#d34012,#363737,#c6cae0
#6f6c5d,#221b17,#cebf9a
#394066,#0c0f17,#bc907d
#352123,#dcdfdc,#a4cd29
#d3d5cd,#312e29,#8a7e6c
#31415d,#c4c0d5,#d5b684
#532918,#e4dad0,#b18a69
#62583f,#0a0b0a,#eccc16
#221511,#8a5e43,#e7d5ba
#c38a88,#291419,#9e242d
#f2ebe7,#1d2422,#8a8783
#9b764d,#35291c,#d7cdab
#e0cb92,#141c13,#7c5f42
#5c2814,#faefdf,#ea6b2f
#070606,#91837f,#f4f3f4
#7b798b,#0d1232,#d9d8da
#dcc1a0,#781c2b,#1b0507
#484869,#e6eaed,#99b0c9
#2e181a,#dcdde4,#a5979c
#40496c,#bac9e4,#768ab5
#f6f7f7,#9e8b8b,#861212
#37253f,#6e5a83,#cbb0a5
#760c13,#ea4722,#070102
#efedf1,#8d879e,#312c48
#c1b89d,#181a1a,#4e5350
#20100f,#af5415,#e5b637
#50302f,#fafafa,#ae8e83
#050507,#4f4d4f,#c7aa50
#0f0b08,#877f63,#52462a
#553039,#5a7581,#9c9893
#281d13,#c16547,#f6f5f5
#9a5252,#1a1c23,#e4dfde
#ccba9b,#2b2924,#598473
#ab857c,#ebe2e1,#593132
#674d3e,#3a251e,#95847a
#100505,#da8013,#752415
#e9e5cb,#322e27,#9c8f66
#eee1cf,#4c261d,#b87e58
#11223e,#9b3145,#ed8f4e
#1d1713,#d89c1f,#3b86b9
#beac6d,#0b1411,#515437
#ccccc9,#151717,#807774
#141212,#83756c,#f8f7f3
#2e1f1d,#daccbd,#937660
#090713,#cdb8c2,#513e6e
#1d0e0f,#e5dcd6,#76595a
#1f1d22,#52526d,#a2a5be
#b6bec0,#100d10,#695b58
#e9edee,#9ba4a9,#2b445c
#070706,#827e72,#ccccab
#0d181d,#eff3eb,#679893
#0c5072,#03070e,#76c6db
#a87941,#4a2914,#e1ccac
#1e3739,#b5bb9c,#4e687e
0,0,0
#eae8e0,#10140f,#9a654b
#b8cad0,#010203,#1e3341
#0e0a10,#907e8e,#5b2e39
#fafbfa,#9aacac,#121618
#2f1918,#9a4d3d,#cab397
#97b6c1,#1e222a,#47666f
#f7f7f6,#734f54,#0a0909
#704b31,#29221d,#e2733c
#ede6d9,#8b6c48,#19130b
#444553,#12171f,#c79f96
#dfdcdc,#a48f8f,#56444a
#fbf8f4,#994034,#d1a592
#c9f4eb,#cc8060,#22274f
#d7ccd8,#412d23,#afcf75
#c9d2b3,#354343,#e69922
#d46a48,#2d1b19,#782c2c
#1b1516,#646063,#e5e4e4
#f6f7f8,#383644,#9d9a9a
#8e8d87,#d9dddd,#4b3f3d
#956554,#472917,#bfc193
#070201,#783614,#d5752b
#82a3a1,#161618,#236179
#d7d65a,#282827,#8c8c8a
#4a3427,#f9f8f7,#b9937e
#c5b1a2,#060504,#524847
0,0,0
#d7be83,#967436,#433618
#bcc599,#0a1310,#346b55
#6c5859,#d6ccc5,#1f1c1e
#251e25,#886d6b,#f4ede8
#dacc48,#3a3e37,#837f3d
#2c1f19,#9c7645,#e4d4b1
#28211a,#867e76,#fbfbfb
#536186,#c3cacc,#140d18
#160f0b,#7a5d3f,#cbb780
#9b6340,#dcab7b,#1c100d
#942b2a,#010001,#361319
#2a262a,#9e817b,#f9f8f4
#33241c,#cb742c,#dcd1bc
#a46a44,#909baf,#17141c
0,0,0
#f0d801,#595250,#110c54
#815237,#fbcf0f,#d0b5a4
#48acc1,#44465d,#beb0b6
#bfdef1,#204073,#5589be
0,0,0
#6b2f13,#d28827,#210d06
#241c23,#e9c7b2,#996c66
#392116,#e1d8e6,#967772
#b9bcb0,#4a4330,#040303
#efedee,#241d1b,#9c7449
#c69371,#2f2d24,#020202
#e0d5bd,#3d3321,#987b5a
#a8a9bd,#2e313e,#5e5a7a
#272726,#625c56,#ceccc4
#7a6464,#c4b4b0,#dfb540
#678e80,#1f3a35,#f0f1eb
#10789d,#463441,#7ba967
#29201b,#e1cd99,#8e6d45
#0c0a06,#bdbdc4,#51494d
#265976,#0c2036,#a3bdc6
#858763,#1d3748,#cfdcc3
#092f26,#477d67,#a6bc9e
#a4b843,#476a80,#212831
#ecebee,#111419,#717076
#4e433d,#0b0907,#b3977d
#e1dfcd,#1a191a,#726c5f
0,0,0
#9d5b31,#eebb69,#2c1b15
#7ab3d8,#c09096,#e1e2e3
#9e9093,#f7f6f6,#313034
#9d7a58,#422c21,#d0c1aa
#f5f1e4,#a77372,#211f1c
#d1cace,#684c52,#0a0708
0,0,0
#0f0c17,#4a7194,#d3e8eb
#92715c,#463632,#ede4cd
#1382b1,#2c4e65,#0e1422
#f5f0ec,#583c2a,#d6ae8b
#f9f8f7,#5c1712,#b59b7b
#5f6368,#1b2127,#b9afb0
#551816,#a64a42,#020101
#c7b8a7,#485e85,#45222c
#0d0c0c,#9fa6ba,#504751
#266da4,#1f222d,#bdcbd8
#2a1d58,#f7a43c,#a8568b
#e9e9e8,#131312,#8d6961
#1d1724,#c6c7a9,#716960
#dfc283,#f4f4ee,#6c4c47
#c4c2bd,#7a5c5a,#181625
#ecede0,#ab7f52,#383c39
#372c2a,#030505,#bea072
#a24528,#e1b943,#2e1523
#272e1e,#91794b,#c4d5e3
#daceca,#50353f,#e6c13a
0,0,0
0,0,0
#d4baac,#7190c8,#9e6859
#f1eada,#c39878,#6d3e3b
#c79853,#654126,#ecdb9e
#746a69,#c4bdb8,#2f2729
#d9dbde,#5f2120,#a9847a
#150502,#7d2e0c,#e07a1c
#a3928f,#d4d0d7,#373639
#c8c6bb,#705a4c,#131410
#402c25,#f7e0c2,#b48360
#f9f8f7,#895956,#dda8a2
#dcdcdd,#707991,#442b25
#99bc55,#303229,#5f7133
#d0cfb7,#707566,#202624
#dabd9b,#924e34,#140809
#e3b532,#341508,#ac3809
#111014,#48484d,#a2a4a9
#eb6107,#432a1d,#eeeadf
#b3a092,#f6f5f2,#995d26
#633330,#1b0a0e,#b3866c
#d2d1e2,#222037,#837585
#0b0707,#7e5a47,#e5d7b8
#5a3c4b,#d9c17c,#af6465
#452720,#f6eee8,#de7444
#afb5b3,#536776,#1c2531
#d4c8b4,#77614d,#261817
#d8b170,#f1f2ec,#3d484d
#686e6e,#cfd5dc,#09090b
#999498,#3a2d3e,#e3e1e2
#af682a,#11130d,#e8dcd0
#342225,#f0d9c4,#b86b56
#aa4138,#d7ebe1,#222426
#141117,#758cc0,#e0bfac
#956d54,#231512,#dec19a
#160f10,#58231d,#a43725
0,0,0
#181b1b,#2d3b4d,#8fb1c7
#c6d0e1,#978172,#433a39
#f5f7f8,#131116,#6b869a
#948870,#f7f5f4,#222f2a
#ce4341,#65261d,#faf2f3
#3d8ec3,#a55f2c,#d2290d
#19080b,#7e5941,#e8bc76
#6a5f59,#aa0527,#14100e
#a3bfbe,#3f595f,#0d171f
#faf7f5,#bc5875,#edbfaa
#2b2b37,#f4f6f8,#b5aab1
#b9493b,#f7f1ea,#272b2b
#706690,#191a28,#e6e9f1
#877a6a,#041111,#eff0ef
#0d0e0f,#534947,#eeeeee
#a99ba0,#713d3a,#f8f8f8
#aec6c8,#17242a,#43595f
#311e0d,#8b6e56,#e5d7cd
#221e21,#545c6c,#b4a49f
#5b5574,#aeb3cc,#1f191d
#dc9174,#130d14,#dcd2d0
#e6e6e6,#8f8b8c,#3a3738
#2a1c17,#b27d64,#f6f3ee
#17150e,#5b4b33,#c6a87b
#cb8b65,#08090d,#5d5b53
#b8917e,#e8e4e2,#503131
#949293,#080808,#454343
#d7b899,#7d6752,#191710
#366db2,#0c0a09,#be8073
#666971,#cbd4d9,#161b1e
#e3d8c9,#0c0a07,#88775a
#0d080b,#a62c17,#c7a485
#43422f,#0b0a08,#c0c1a0
#c08562,#392616,#f0e8e4
#1a1618,#eeeeee,#8d716f
#8f6b65,#0c090b,#f7f1ed
#141119,#8b92ba,#66525e
#81837e,#272723,#dedfdb
#342b1e,#8f6f3c,#deb96a
#9c6c64,#26151d,#add1e0
0,0,0
#106aac,#d1c9be,#4c3a3e
#b68d52,#010101,#524e48
#7d513f,#e6c8a4,#165cbd
#efeeed,#221d1e,#af836d
#9cbdcd,#133544,#edf3f8
#0f0c08,#b09c82,#564633
#e3e8e4,#15151a,#6e6765
#c5c5bd,#1e2326,#8d6a59
#8a886a,#26363c,#b5c7be
#dcd2cf,#261b26,#827485
#a49596,#f5f5f6,#3e3439
#493925,#a68c4a,#19130e
#59494a,#0d0b0b,#c1bab8
#a5b799,#27596b,#0f93cd
#5b3f29,#e36e47,#b4c8cb
#e1c595,#b57b59,#261913
#bbd1d6,#4f4532,#ad885f
#e37b4e,#a3b1c9,#274c92
#727c78,#d1b981,#2f3640
#16151b,#a8a4a3,#4c4d53
#372b2e,#f7f2d4,#af7770
#7a7375,#30161a,#d5d3d4
#8c5a44,#241311,#dfc4a5
#1b1718,#886e4b,#d6beab
#a59679,#4e3e26,#e3d9be
#753950,#462934,#bc5449
0,0,0
#6b8186,#223f4b,#b1c2c8
#1a1819,#bb5d4f,#4c393c
#d5be88,#8a5722,#0a0503
#a4645b,#e3d8cc,#302730
#f6f1e5,#110f10,#796d55
0,0,0
#a0564a,#200d0d,#b0b3c4
#96664b,#362822,#eacba0
#7c3835,#141212,#cca19a
#ce8e6f,#412b2a,#faf4f0
#3e3735,#f9f9f8,#ae998b
#bc9b87,#f3f1ee,#52211d
#a7452d,#f3d358,#3f160f
#e3ddd6,#7d5f5d,#211520
#c48c79,#f3dcd8,#32272b
#bd948f,#5f271e,#f4f1ee
0,0,0
#baad8c,#49426d,#12100f
#dcb58b,#a7754e,#372b2d
0,0,0
#798139,#c7cba9,#17100e
#2e2d32,#d9e6e7,#518f92
#5f4944,#b4c1d9,#13100f
#cc8f68,#e7eae7,#2f6b99
#1f285f,#c3baab,#7e453d
#040302,#caa058,#6b411a
#181e1e,#4c534b,#9ea392
#d0d2c2,#0f0b11,#6d5d57
#d1d0cf,#82766d,#292726
#463c32,#130d0c,#878076
#41251d,#5c6da0,#db8c6f
#eae8ed,#7a718f,#2a1d21
#3a130d,#ebdbc1,#e9914a
#4e4348,#accbf0,#c55d97
#131014,#c29e94,#605154
#765d59,#181518,#9fadac
#11171d,#586166,#bcbcbe
#61737a,#c4cdc9,#44a8c5
#bd1437,#ac7263,#531c1b
#e3e1e2,#3a2d3e,#999498
#dbcfad,#89542d,#2a221f
#976931,#e9d48e,#2f190f
#3d82be,#c29162,#34231c
#28342d,#948e8b,#d8dee6
#050506,#505750,#d3b6a5
#492b23,#e5e5e5,#8d827e
#6f77a6,#d01d51,#bdc1df
#2e2729,#ba916d,#694d52
#3f2322,#f9f7f6,#da4e3a
#1f202c,#818ba9,#b8c7dd
#855d3c,#171810,#e2b97e
#1e0e10,#c99984,#71413d
#ece3c7,#2c2819,#a2815d
#705039,#1c1612,#c39b76
#f9f9f8,#ddd1c6,#ab6e50
#010000,#e4cc93,#8b6e43
#251311,#ac7138,#f0d6b1
#211816,#666c7b,#d2cbc6
#ad702b,#170a08,#502316
#6b656d,#ded8d8,#0f1611
#2b2932,#a78167,#f3e3c8
#cedce7,#346c9f,#070d17
#fcfbfb,#e39a7f,#aa3a4b
#e9eeef,#922728,#a09c94
#090603,#eea83d,#b1621c
#622628,#f7f5f5,#b69894
#9e8d5c,#72603b,#413727
#7c5e3c,#c3b384,#211911
0,0,0
#f8ad25,#79453a,#f1dabe
0,0,0
#be8530,#d7bd6a,#3d170b
#1d0f0e,#cea886,#815442
#030b0e,#d9e1d3,#2d5762
0,0,0
#f7e9c8,#ea9f3d,#653420
#d8deea,#a99188,#3c3940
#a2826c,#a0baec,#3e3e25
#c9cac7,#312826,#787f7e
#0b1318,#497091,#dfe6ea
#1e2326,#efedec,#8b817b
#aa342f,#edaf92,#f3f4f4
#04b6df,#020304,#42646c
#a2a09e,#dcdddc,#7a5050
#ced1d1,#382e24,#ab8c69
#564634,#c7ab79,#11100e
#030202,#3a3c4e,#848a9f
#843a40,#fcf9f0,#ccb5ad
#282020,#cac3b3,#886953
#8f6c5f,#231517,#e2ddd4
#f7f6f6,#986365,#34211e
#594b43,#cda157,#cfdbdd
#171a23,#616e82,#cddfdc
#613732,#e1ca9a,#de683d
#813f2e,#1b1a20,#caa484
#c7cec8,#764d34,#4182bf
#bc8f68,#42251e,#fbfaf8
#533334,#9d9a95,#080606
0,0,0
#89929c,#eef2f5,#233439
#ddc055,#f7f7f6,#39261a
#2c3231,#aeaf9e,#f6f7f5
#191314,#7e625c,#cfbeb1
#a3a9a5,#556466,#111319
#e6e7e6,#25221b,#6a6966
#f6eedd,#d58d4d,#3c2821
#070402,#b3a27f,#493220
#cec7bb,#141112,#975547
0,0,0
#dfc1ab,#0d0a0b,#755246
#44312b,#f9f4f2,#c19280
#cac5c6,#966462,#f7f7f6
0,0,0
#392022,#b49b85,#b04423
#23250e,#bea776,#fbfaf8
#909852,#ecd343,#763928
#1f1812,#a05e40,#cdd0e6
#d0cfcc,#6f6e64,#0c0c0b
#0d0806,#926134,#e9ddc5
#fefdfd,#cda9be,#673346
#181311,#fafaf8,#a37b4b
#dfddd5,#c5794b,#472722
#e89532,#ab2a25,#110506
#c4ad92,#701915,#fdfdfb
#96896f,#c7c7a9,#523a31
#dcbaab,#4e382a,#bc5348
#9a4e24,#140a05,#e5a781
#7b7671,#0a0808,#3e3732
#a5835e,#fafcfb,#cdd7d4
#a69a90,#070b04,#4a463f
0,0,0
#f4eacf,#8a3d2d,#d58c3a
#ad4e19,#ecede7,#632914
#6f7b9a,#2f2d31,#bcbac5
#100b09,#514d40,#8b9d9d
#9fb4ce,#080a14,#384b6f
#1d1b16,#d7c985,#974f47
#120a05,#f9f9f9,#ab7756
#815b5a,#d9ced2,#13100d
#e1c6c3,#4c74b3,#4d2e28
#676565,#e5e5e5,#0f0f0f
#0d0918,#5a666f,#d4d7da
#be6026,#f3c366,#3b1b0d
#ded5cc,#3d3124,#857766
#e7e7e4,#7b7579,#2a2a38
#e2c698,#b96449,#521f31
#060505,#efefef,#856961
#b09a88,#3b2721,#f0f1ed
#55312e,#020102,#a96a5e
#e9d4a1,#2b1b18,#a76b49
#f3f2f0,#b59888,#404755
#471e15,#ede9d8,#977d5a
#8b563c,#090503,#a6c4d4
#e9bf96,#543018,#c98148
#fcfbfa,#150f09,#7d6d53
#383031,#81745c,#e6d08f
#433038,#aa9690,#faf9fa
0,0,0
#8c6b64,#d5c5b0,#1f161a
#a88a8b,#f9f8f9,#39292b
#a97a75,#f7f4f3,#231828
#191315,#8f715c,#d6be9f
#db3029,#f5f5f4,#748294
#bec295,#7a7c5f,#41393b
#f1f0f0,#0c0c0c,#935253
#afacc2,#48644f,#86c433
#9394a7,#38354d,#08050f
#e5e5e8,#1e2022,#7e838a
#a06041,#f7f3ea,#d3b59d
#1f2124,#c1b1a2,#556864
#1f1d17,#897a5a,#d3dfda
#42a4ec,#8b2d25,#dce7e2
#fbf9f9,#c38c82,#7e191d
#b49e80,#140d0a,#73382c
#1c1e1c,#eeedea,#958d7d
#8f715f,#1a1516,#e2d8d0
#866760,#e0dcdf,#070505
#70849f,#e4e9e8,#664533
#bf6e4c,#311e1c,#e2d8d7
#5a5a68,#171821,#d6c8be
#0b080f,#521e34,#5a6592
#c47b27,#e0d9ca,#1e140c
#231718,#faf8f7,#be7060
#0e080a,#bebbb0,#756767
#777061,#141412,#dadcd8
#895548,#19070a,#eacbaf
#454643,#fcfcfc,#050504
#1d1518,#e0d8d8,#8d695c
#3e3630,#0d0b0a,#867e74
#553d53,#94a1c0,#0f040c
#133a5b,#4f3025,#97938b
#976555,#32242c,#928fb0
#5e6368,#b1aba7,#e8e2dd
#e0c1aa,#7c5955,#1f1215
#609ab3,#173f6c,#030609
#6f5640,#c3b49b,#14160f
#ececce,#251f0f,#ac831c
#bda685,#693e25,#030202
#9b7d73,#3e2026,#d9d7d1
#1a1916,#f4f2f0,#c5964f
#ab9c79,#080505,#4f4436
#e7cdc1,#9f4c42,#0d0705
#e3dbc6,#a8957e,#423630
#323238,#8e8587,#d0d6e4
#fbfafa,#d7ac98,#7e4a48
#f6f5f5,#a2817f,#1a0a0a
#be9e88,#181412,#524b50
#caaf87,#f7f2ea,#6b3f43
#94e1e6,#397581,#0d2530
#1d1a16,#d6c6bc,#816a52
#8f7e76,#301f1f,#d3d4d6
#150404,#85241e,#d3b79f
#5e452e,#f8c586,#d77d4e
#3873a8,#222839,#aab9ac
#28343e,#628dad,#020305
#c95517,#cfd0b7,#2c1611
#c6c7c8,#7c775d,#1c2336
#0c1728,#adc6d5,#12669e
#b573ea,#42185c,#2064ce
#c6c0b7,#0d0d0e,#565553
#840b03,#e2b943,#1d1311
#adafb2,#805a5f,#2b2428
0,0,0
#f7f6f4,#bba499,#3f3632
#4d2e1d,#d4cec9,#a18673
#bf9474,#f8f7f6,#603d36
#f9f9ed,#643e3d,#b0a880
#c77938,#e9d8a4,#3a1715
#1a1310,#835b43,#c49776
#eceeed,#485157,#bca289
#959d92,#424a44,#eaebee
#917977,#eceae7,#282328
#585043,#0f0e0b,#cdc4b2
#1c1a23,#e5cea3,#9c433a
#bb55bc,#653655,#eec9da
#401a1b,#f2eedc,#9c5d42
#f2bb14,#f4f0f0,#6f2b21
#f0e9ef,#382227,#c8a7a6
#1f120b,#d1a06d,#7a4a2f
#ddd4c9,#232f49,#818382
#090202,#762424,#a3927b
#455d70,#c1d5e1,#0f1618
#ba9989,#0d0605,#49352d
#c69c8b,#412823,#f1e8e2
#6b2e22,#e5b585,#ce081c
#f8d129,#7c7c7a,#111111
#3d2b11,#a16324,#e9e6e3
#b27b51,#423226,#0a0705
#895156,#bab5bb,#2f2932
#5c342a,#0d0806,#beb097
#bf9773,#d3d6dc,#504c46
#fcfbfb,#1d1818,#ad9590
#dac0a3,#321614,#855541
#d3c7c6,#3b281d,#a4913b
#6a6464,#cacacc,#1a1819
#e9ddce,#936c4d,#271c22
#d1be9c,#130c09,#86613c
#090807,#603531,#de7034
#f2ecec,#29323a,#938992
#81302a,#0b0605,#c9984b
#39433f,#b2bec3,#f9f9fa
#c64e31,#110403,#5c100d
#0c0202,#beae98,#440a05
#d64750,#ddc585,#5d5072
#a8905d,#f6edcb,#1f5839
#f1efef,#b6b3b1,#585948
#a59b99,#bd2d2d,#393a3d
#1f1e19,#c0c2b2,#797662
#38302f,#c39a83,#f8f4f2
#513328,#d1cfba,#a08865
#3b2b31,#b19da6,#f2ebed
#15131b,#a98566,#684d41
#fbfaf8,#23250e,#bfa878
#030202,#7a3c3e,#e7e7e7
#75b6d4,#d5cdab,#5d553e
#d98f51,#d1dfea,#3759a1
#ad5a45,#edd0ad,#201716
#1a2625,#f4efed,#896c61
#110e11,#6f5764,#a5c5d8
#c07065,#f6efec,#4c1f47
#cc687a,#435c66,#0d0e17
#c99770,#56302d,#c5d1ef
#3377b3,#e5d3d2,#891d36
#68605b,#a39b8d,#1e1b1f
#d1413f,#f5f2f1,#43505a
#572715,#c98246,#f4e4be
#813218,#030101,#d4af73
#dedec1,#677731,#a6d92e
#823630,#cb9778,#9eab91
#495460,#d6c48d,#121920
#968880,#e5e3df,#1c1b19
#0d1019,#4b4446,#be9971
#2e9196,#db743e,#0e0c0a
#5c5956,#302d29,#0e0e0b
#90585f,#e7dfd3,#1e1115
#c6936a,#895232,#181111
#c1b9ae,#030404,#343736
#624129,#c6a47f,#100b0a
#30261e,#aea699,#7c6c4d
#090909,#f8f8f8,#64605e
#c0d0d9,#051015,#3a5a73
#e7e8dd,#d4944f,#2c2727
#1a140d,#aca898,#615846
#885f42,#503a28,#191716
#e6dbd6,#20201c,#9e897c
0,0,0
#ded7c6,#b8955c,#482d16
#c3a375,#8d4d35,#e8e2cc
#2e1c2c,#e6e4ef,#9c766a
#05080a,#526267,#dae1e3
#313739,#83888b,#dbdde0
#13120f,#e3dbcf,#77785c
#733a2c,#dfbe13,#8ca5c7
#c47a3e,#f0bb4d,#f2ebd9
#332725,#5c7e84,#cad4d6
#6c6047,#d2bb7b,#12100f
#f2f1f2,#adaaaf,#4f3a3e
#eae3cf,#9d8669,#463627
#996841,#e4c18c,#1c0806
#a0a9af,#e9eeed,#46353f
#483b2e,#100b0a,#a29d71
#ac5d44,#2e2625,#edd7bd
#758998,#d5d6d3,#304055
#c3b9a1,#0f0d0c,#675e53
#565a60,#17171a,#bfb6af
#72644d,#e2cfbb,#090705
#321a19,#d1c7b8,#877a71
#5c4448,#070707,#9db5bb
#daa259,#4a4c32,#83c5ed
#977954,#42311e,#060402
#c0ae7d,#545a4c,#7fb5d4
#860202,#100000,#fc0000
#897548,#22231b,#b9ccbb
#17171b,#706b6f,#c2bbbe
#a8a068,#494229,#dad3a0
#0e0d0b,#ece7c3,#b65143
#cfb5b2,#643c5c,#1d1514
#ddd1bb,#99734e,#382d2b
#29161b,#701d21,#c7b6b8
#525660,#aab0b5,#f9f9f9
#c8c9c5,#6f716e,#181919
#d8a06c,#120402,#833821
0,0,0
#b3acb4,#513d50,#d27330
#040102,#6f1e2a,#bfbdc2
#3a5396,#b7cbf3,#7672e8
#f0e9ca,#3e3339,#c08d51
#bc8361,#ece2d7,#5c3524
#36373f,#c58368,#f3f0ef
#ab7d1f,#d6c341,#824711
#1d1b1b,#b9908d,#892525
#9c8b70,#beced4,#353437
#d9e1d5,#747769,#171d15
#5d443a,#cb8168,#060404
#5e5e65,#c4b4b3,#15181e
0,0,0
#0f0807,#ddb484,#764831
